,flash_id,lat,lon,flash_radiance,flash_time_loc,no2_delta_time,no2_val,qa_val
199463,617.0,50.18965,-101.125984,,,2022-07-16 19:17:47 -0400,1.3e-05,100.0
199464,617.0,50.20316,-101.073364,,,2022-07-16 19:17:47 -0400,1.3e-05,100.0
199465,617.0,50.216576,-101.020874,,,2022-07-16 19:17:47 -0400,1.3e-05,100.0
199466,617.0,50.229897,-100.96851,,,2022-07-16 19:17:47 -0400,1.3e-05,100.0
199467,617.0,50.243122,-100.916275,,,2022-07-16 19:17:47 -0400,1.2e-05,100.0
199468,617.0,50.256264,-100.86415,,,2022-07-16 19:17:47 -0400,1.2e-05,100.0
199469,617.0,50.269314,-100.81215,,,2022-07-16 19:17:47 -0400,1.2e-05,100.0
199470,617.0,50.282276,-100.76026,,,2022-07-16 19:17:47 -0400,1.1e-05,100.0
199471,617.0,50.29515,-100.70848,,,2022-07-16 19:17:47 -0400,1.3e-05,100.0
199886,617.0,49.83133,-102.6337,,,2022-07-16 19:17:47 -0400,1.4e-05,100.0
199887,617.0,49.847973,-102.576324,,,2022-07-16 19:17:47 -0400,1.8e-05,100.0
199888,617.0,49.864475,-102.51917,,,2022-07-16 19:17:47 -0400,1.5e-05,100.0
199889,617.0,49.880844,-102.46224,,,2022-07-16 19:17:47 -0400,1.6e-05,100.0
199890,617.0,49.897076,-102.405525,,,2022-07-16 19:17:47 -0400,1.8e-05,100.0
199891,617.0,49.913174,-102.34902,,,2022-07-16 19:17:47 -0400,1.5e-05,100.0
199892,617.0,49.92914,-102.29272,,,2022-07-16 19:17:47 -0400,1.4e-05,100.0
199893,617.0,49.94498,-102.23662,,,2022-07-16 19:17:47 -0400,1.6e-05,100.0
199894,617.0,49.960693,-102.18072,,,2022-07-16 19:17:47 -0400,1.4e-05,100.0
199895,617.0,49.97628,-102.125015,,,2022-07-16 19:17:47 -0400,1.5e-05,100.0
199896,617.0,49.991745,-102.0695,,,2022-07-16 19:17:47 -0400,1.5e-05,100.0
199897,617.0,50.007088,-102.014175,,,2022-07-16 19:17:47 -0400,1.4e-05,100.0
199898,617.0,50.02231,-101.95903,,,2022-07-16 19:17:47 -0400,1.7e-05,100.0
199899,617.0,50.03741,-101.90406,,,2022-07-16 19:17:47 -0400,1.5e-05,100.0
199900,617.0,50.0524,-101.84927,,,2022-07-16 19:17:47 -0400,1.5e-05,100.0
199901,617.0,50.067272,-101.79466,,,2022-07-16 19:17:47 -0400,1.7e-05,100.0
199902,617.0,50.08203,-101.74022,,,2022-07-16 19:17:47 -0400,1.7e-05,100.0
199903,617.0,50.09668,-101.685936,,,2022-07-16 19:17:47 -0400,1.7e-05,100.0
199904,617.0,50.111217,-101.63182,,,2022-07-16 19:17:47 -0400,1.3e-05,100.0
199905,617.0,50.12565,-101.577866,,,2022-07-16 19:17:47 -0400,1.5e-05,100.0
199906,617.0,50.13997,-101.52406,,,2022-07-16 19:17:47 -0400,1.4e-05,100.0
199907,617.0,50.154186,-101.47042,,,2022-07-16 19:17:47 -0400,1.6e-05,100.0
199908,617.0,50.1683,-101.41692,,,2022-07-16 19:17:47 -0400,1.4e-05,100.0
199909,617.0,50.182312,-101.36357,,,2022-07-16 19:17:47 -0400,1.5e-05,100.0
199910,617.0,50.19622,-101.31036,,,2022-07-16 19:17:47 -0400,2.1e-05,100.0
199911,617.0,50.21003,-101.25729,,,2022-07-16 19:17:47 -0400,1.5e-05,100.0
199912,617.0,50.223743,-101.20436,,,2022-07-16 19:17:47 -0400,1.4e-05,100.0
199913,617.0,50.23736,-101.151566,,,2022-07-16 19:17:47 -0400,1.5e-05,100.0
199914,617.0,50.250874,-101.09891,,,2022-07-16 19:17:47 -0400,1.5e-05,100.0
199915,617.0,50.264297,-101.04637,,,2022-07-16 19:17:47 -0400,1.2e-05,100.0
199916,617.0,50.27763,-100.99396,,,2022-07-16 19:17:47 -0400,1.3e-05,100.0
199917,617.0,50.29087,-100.94167,,,2022-07-16 19:17:47 -0400,1.3e-05,100.0
199918,617.0,50.304016,-100.8895,,,2022-07-16 19:17:47 -0400,1.2e-05,100.0
199919,617.0,50.317078,-100.837456,,,2022-07-16 19:17:47 -0400,1.2e-05,100.0
199920,617.0,50.330048,-100.78552,,,2022-07-16 19:17:47 -0400,1e-05,100.0
199921,617.0,50.34293,-100.733696,,,2022-07-16 19:17:47 -0400,1e-05,100.0
199922,617.0,50.35573,-100.68198,,,2022-07-16 19:17:47 -0400,1.1e-05,100.0
200336,617.0,49.878735,-102.660645,,,2022-07-16 19:17:48 -0400,1.5e-05,100.0
200337,617.0,49.89539,-102.60322,,,2022-07-16 19:17:48 -0400,1.6e-05,100.0
200338,617.0,49.911903,-102.54602,,,2022-07-16 19:17:48 -0400,1.7e-05,100.0
200339,617.0,49.928284,-102.489044,,,2022-07-16 19:17:48 -0400,1.4e-05,100.0
200340,617.0,49.944527,-102.43228,,,2022-07-16 19:17:48 -0400,1.8e-05,100.0
200341,617.0,49.960636,-102.375725,,,2022-07-16 19:17:48 -0400,1.4e-05,100.0
200342,617.0,49.976616,-102.319374,,,2022-07-16 19:17:48 -0400,1.7e-05,100.0
200343,617.0,49.992462,-102.26323,,,2022-07-16 19:17:48 -0400,1.5e-05,100.0
200344,617.0,50.00819,-102.207275,,,2022-07-16 19:17:48 -0400,1.5e-05,100.0
200345,617.0,50.02379,-102.15153,,,2022-07-16 19:17:48 -0400,1.5e-05,100.0
200346,617.0,50.03926,-102.09596,,,2022-07-16 19:17:48 -0400,1.6e-05,100.0
200347,617.0,50.054615,-102.04059,,,2022-07-16 19:17:48 -0400,1.4e-05,100.0
200348,617.0,50.069847,-101.9854,,,2022-07-16 19:17:48 -0400,1.4e-05,100.0
200349,617.0,50.08496,-101.93038,,,2022-07-16 19:17:48 -0400,1.6e-05,100.0
200350,617.0,50.09996,-101.87555,,,2022-07-16 19:17:48 -0400,1.4e-05,100.0
200351,617.0,50.114845,-101.820885,,,2022-07-16 19:17:48 -0400,1.5e-05,100.0
200352,617.0,50.129616,-101.76638,,,2022-07-16 19:17:48 -0400,1.5e-05,100.0
200353,617.0,50.14427,-101.71207,,,2022-07-16 19:17:48 -0400,1.5e-05,100.0
200354,617.0,50.15882,-101.6579,,,2022-07-16 19:17:48 -0400,1.5e-05,100.0
200355,617.0,50.17326,-101.6039,,,2022-07-16 19:17:48 -0400,1.5e-05,100.0
200356,617.0,50.187595,-101.55005,,,2022-07-16 19:17:48 -0400,1.5e-05,100.0
200357,617.0,50.20182,-101.49635,,,2022-07-16 19:17:48 -0400,1.5e-05,100.0
200358,617.0,50.215942,-101.44281,,,2022-07-16 19:17:48 -0400,1.3e-05,100.0
200359,617.0,50.229965,-101.389404,,,2022-07-16 19:17:48 -0400,1.3e-05,100.0
200360,617.0,50.243885,-101.33615,,,2022-07-16 19:17:48 -0400,1.8e-05,100.0
200361,617.0,50.257706,-101.283035,,,2022-07-16 19:17:48 -0400,1.5e-05,100.0
200362,617.0,50.271423,-101.230064,,,2022-07-16 19:17:48 -0400,1.7e-05,100.0
200363,617.0,50.28505,-101.177216,,,2022-07-16 19:17:48 -0400,1.3e-05,100.0
200364,617.0,50.298576,-101.124504,,,2022-07-16 19:17:48 -0400,1.6e-05,100.0
200365,617.0,50.31201,-101.07192,,,2022-07-16 19:17:48 -0400,1.3e-05,100.0
200366,617.0,50.32535,-101.01947,,,2022-07-16 19:17:48 -0400,1.3e-05,100.0
200367,617.0,50.3386,-100.96713,,,2022-07-16 19:17:48 -0400,1.3e-05,100.0
200368,617.0,50.351757,-100.91492,,,2022-07-16 19:17:48 -0400,1.2e-05,100.0
200369,617.0,50.364826,-100.86282,,,2022-07-16 19:17:48 -0400,1.2e-05,100.0
200370,617.0,50.377808,-100.81084,,,2022-07-16 19:17:48 -0400,1.2e-05,100.0
200371,617.0,50.390697,-100.758965,,,2022-07-16 19:17:48 -0400,1e-05,100.0
200372,617.0,50.403503,-100.7072,,,2022-07-16 19:17:48 -0400,1.2e-05,100.0
200787,617.0,49.942776,-102.63018,,,2022-07-16 19:17:49 -0400,1.8e-05,100.0
200788,617.0,49.959305,-102.57294,,,2022-07-16 19:17:49 -0400,1.4e-05,100.0
200789,617.0,49.975693,-102.51591,,,2022-07-16 19:17:49 -0400,1.5e-05,100.0
200790,617.0,49.991947,-102.45909,,,2022-07-16 19:17:49 -0400,1.4e-05,100.0
200791,617.0,50.00807,-102.40249,,,2022-07-16 19:17:49 -0400,1.5e-05,100.0
200792,617.0,50.024063,-102.34609,,,2022-07-16 19:17:49 -0400,1.6e-05,100.0
200793,617.0,50.039925,-102.289894,,,2022-07-16 19:17:49 -0400,1.5e-05,100.0
200794,617.0,50.05566,-102.2339,,,2022-07-16 19:17:49 -0400,1.5e-05,100.0
200795,617.0,50.071266,-102.1781,,,2022-07-16 19:17:49 -0400,1.4e-05,100.0
200796,617.0,50.086754,-102.12248,,,2022-07-16 19:17:49 -0400,1.5e-05,100.0
200797,617.0,50.102116,-102.06706,,,2022-07-16 19:17:49 -0400,1.4e-05,100.0
200798,617.0,50.11736,-102.011826,,,2022-07-16 19:17:49 -0400,1.6e-05,100.0
200799,617.0,50.132484,-101.956764,,,2022-07-16 19:17:49 -0400,1.4e-05,100.0
200800,617.0,50.147495,-101.90188,,,2022-07-16 19:17:49 -0400,1.5e-05,100.0
200801,617.0,50.162388,-101.84717,,,2022-07-16 19:17:49 -0400,1.4e-05,100.0
200802,617.0,50.17717,-101.792625,,,2022-07-16 19:17:49 -0400,1.5e-05,100.0
200803,617.0,50.191837,-101.73825,,,2022-07-16 19:17:49 -0400,1.5e-05,100.0
200804,617.0,50.2064,-101.68404,,,2022-07-16 19:17:49 -0400,1.5e-05,100.0
200805,617.0,50.220848,-101.62999,,,2022-07-16 19:17:49 -0400,1.5e-05,100.0
200806,617.0,50.23519,-101.576096,,,2022-07-16 19:17:49 -0400,1.5e-05,100.0
200807,617.0,50.249428,-101.52235,,,2022-07-16 19:17:49 -0400,1.5e-05,100.0
200808,617.0,50.26356,-101.46876,,,2022-07-16 19:17:49 -0400,1.5e-05,100.0
200809,617.0,50.27759,-101.41531,,,2022-07-16 19:17:49 -0400,1.2e-05,100.0
200810,617.0,50.291523,-101.36201,,,2022-07-16 19:17:49 -0400,1.6e-05,100.0
200811,617.0,50.30535,-101.308846,,,2022-07-16 19:17:49 -0400,1.3e-05,100.0
200812,617.0,50.319084,-101.25582,,,2022-07-16 19:17:49 -0400,1.2e-05,100.0
200813,617.0,50.332718,-101.202934,,,2022-07-16 19:17:49 -0400,1.3e-05,100.0
200814,617.0,50.346256,-101.15017,,,2022-07-16 19:17:49 -0400,1.6e-05,100.0
200815,617.0,50.3597,-101.09754,,,2022-07-16 19:17:49 -0400,1.5e-05,100.0
200816,617.0,50.373047,-101.04504,,,2022-07-16 19:17:49 -0400,1.2e-05,100.0
200817,617.0,50.386307,-100.99265,,,2022-07-16 19:17:49 -0400,1.2e-05,100.0
200818,617.0,50.399475,-100.94039,,,2022-07-16 19:17:49 -0400,1.2e-05,100.0
200819,617.0,50.41255,-100.88825,,,2022-07-16 19:17:49 -0400,1.1e-05,100.0
200820,617.0,50.42554,-100.83622,,,2022-07-16 19:17:49 -0400,1.1e-05,100.0
200821,617.0,50.438442,-100.7843,,,2022-07-16 19:17:49 -0400,1.1e-05,100.0
200822,617.0,50.45126,-100.73249,,,2022-07-16 19:17:49 -0400,1.1e-05,100.0
200823,617.0,50.46399,-100.680786,,,2022-07-16 19:17:49 -0400,1.1e-05,100.0
201237,617.0,49.99017,-102.65717,,,2022-07-16 19:17:50 -0400,1.3e-05,100.0
201238,617.0,50.006714,-102.59988,,,2022-07-16 19:17:50 -0400,1.4e-05,100.0
201239,617.0,50.023113,-102.5428,,,2022-07-16 19:17:50 -0400,1.3e-05,100.0
201240,617.0,50.03938,-102.48594,,,2022-07-16 19:17:50 -0400,1.4e-05,100.0
201241,617.0,50.05551,-102.42928,,,2022-07-16 19:17:50 -0400,1.5e-05,100.0
201242,617.0,50.071514,-102.37284,,,2022-07-16 19:17:50 -0400,1.6e-05,100.0
201243,617.0,50.087387,-102.3166,,,2022-07-16 19:17:50 -0400,1.3e-05,100.0
201244,617.0,50.103134,-102.26055,,,2022-07-16 19:17:50 -0400,1.6e-05,100.0
201245,617.0,50.118755,-102.2047,,,2022-07-16 19:17:50 -0400,1.5e-05,100.0
201246,617.0,50.13425,-102.14904,,,2022-07-16 19:17:50 -0400,1.4e-05,100.0
201247,617.0,50.149624,-102.09357,,,2022-07-16 19:17:50 -0400,1.4e-05,100.0
201248,617.0,50.16488,-102.03828,,,2022-07-16 19:17:50 -0400,1.5e-05,100.0
201249,617.0,50.180016,-101.98317,,,2022-07-16 19:17:50 -0400,1.6e-05,100.0
201250,617.0,50.195038,-101.92824,,,2022-07-16 19:17:50 -0400,1.4e-05,100.0
201251,617.0,50.20994,-101.87348,,,2022-07-16 19:17:50 -0400,1.5e-05,100.0
201252,617.0,50.22473,-101.81889,,,2022-07-16 19:17:50 -0400,1.4e-05,100.0
201253,617.0,50.23941,-101.764465,,,2022-07-16 19:17:50 -0400,1.6e-05,100.0
201254,617.0,50.25398,-101.71021,,,2022-07-16 19:17:50 -0400,1.5e-05,100.0
201255,617.0,50.26844,-101.65611,,,2022-07-16 19:17:50 -0400,1.4e-05,100.0
201256,617.0,50.282795,-101.602165,,,2022-07-16 19:17:50 -0400,1.4e-05,100.0
201257,617.0,50.297043,-101.54838,,,2022-07-16 19:17:50 -0400,1.6e-05,100.0
201258,617.0,50.311184,-101.494736,,,2022-07-16 19:17:50 -0400,1.5e-05,100.0
201259,617.0,50.325226,-101.44124,,,2022-07-16 19:17:50 -0400,1.3e-05,100.0
201260,617.0,50.339165,-101.38789,,,2022-07-16 19:17:50 -0400,1.4e-05,100.0
201261,617.0,50.353004,-101.33468,,,2022-07-16 19:17:50 -0400,1.3e-05,100.0
201262,617.0,50.366745,-101.28161,,,2022-07-16 19:17:50 -0400,1.3e-05,100.0
201263,617.0,50.38039,-101.22867,,,2022-07-16 19:17:50 -0400,1.2e-05,100.0
201264,617.0,50.393936,-101.175865,,,2022-07-16 19:17:50 -0400,1.4e-05,100.0
201265,617.0,50.40739,-101.123184,,,2022-07-16 19:17:50 -0400,1.3e-05,100.0
201266,617.0,50.42075,-101.07063,,,2022-07-16 19:17:50 -0400,1.4e-05,100.0
201267,617.0,50.434017,-101.0182,,,2022-07-16 19:17:50 -0400,1.3e-05,100.0
201268,617.0,50.447197,-100.9659,,,2022-07-16 19:17:50 -0400,1.3e-05,100.0
201269,617.0,50.46028,-100.913704,,,2022-07-16 19:17:50 -0400,1.1e-05,100.0
201270,617.0,50.47328,-100.861626,,,2022-07-16 19:17:50 -0400,1.2e-05,100.0
201271,617.0,50.48619,-100.80966,,,2022-07-16 19:17:50 -0400,1.2e-05,100.0
201272,617.0,50.499016,-100.757805,,,2022-07-16 19:17:50 -0400,1.3e-05,100.0
201273,617.0,50.511757,-100.70605,,,2022-07-16 19:17:50 -0400,1.2e-05,100.0
201688,617.0,50.054115,-102.62686,,,2022-07-16 19:17:51 -0400,1.3e-05,100.0
201689,617.0,50.070526,-102.56974,,,2022-07-16 19:17:51 -0400,1.5e-05,100.0
201690,617.0,50.086807,-102.512825,,,2022-07-16 19:17:51 -0400,1.5e-05,100.0
201691,617.0,50.102955,-102.45612,,,2022-07-16 19:17:51 -0400,1.4e-05,100.0
201692,617.0,50.11897,-102.39963,,,2022-07-16 19:17:51 -0400,1.3e-05,100.0
201693,617.0,50.134853,-102.34334,,,2022-07-16 19:17:51 -0400,1.5e-05,100.0
201694,617.0,50.150608,-102.28725,,,2022-07-16 19:17:51 -0400,1.9e-05,100.0
201695,617.0,50.16624,-102.231346,,,2022-07-16 19:17:51 -0400,1.7e-05,100.0
201696,617.0,50.181747,-102.17564,,,2022-07-16 19:17:51 -0400,1.4e-05,100.0
201697,617.0,50.197132,-102.12012,,,2022-07-16 19:17:51 -0400,1.5e-05,100.0
201698,617.0,50.2124,-102.06478,,,2022-07-16 19:17:51 -0400,2e-05,100.0
201699,617.0,50.227547,-102.00962,,,2022-07-16 19:17:51 -0400,1.9e-05,100.0
201700,617.0,50.242577,-101.95464,,,2022-07-16 19:17:51 -0400,1.7e-05,100.0
201701,617.0,50.257492,-101.89983,,,2022-07-16 19:17:51 -0400,1.6e-05,100.0
201702,617.0,50.272293,-101.8452,,,2022-07-16 19:17:51 -0400,1.6e-05,100.0
201703,617.0,50.286983,-101.790726,,,2022-07-16 19:17:51 -0400,1.6e-05,100.0
201704,617.0,50.301563,-101.73642,,,2022-07-16 19:17:51 -0400,1.7e-05,100.0
201705,617.0,50.316032,-101.682274,,,2022-07-16 19:17:51 -0400,1.4e-05,100.0
201706,617.0,50.3304,-101.62828,,,2022-07-16 19:17:51 -0400,1.3e-05,100.0
201707,617.0,50.344658,-101.57444,,,2022-07-16 19:17:51 -0400,1.5e-05,100.0
201708,617.0,50.35881,-101.52075,,,2022-07-16 19:17:51 -0400,1.6e-05,100.0
201709,617.0,50.37286,-101.46721,,,2022-07-16 19:17:51 -0400,1.3e-05,100.0
201710,617.0,50.38681,-101.41381,,,2022-07-16 19:17:51 -0400,1.2e-05,100.0
201711,617.0,50.400658,-101.36056,,,2022-07-16 19:17:51 -0400,1.1e-05,100.0
201712,617.0,50.41441,-101.307434,,,2022-07-16 19:17:51 -0400,1.4e-05,100.0
201713,617.0,50.428062,-101.25445,,,2022-07-16 19:17:51 -0400,1.4e-05,100.0
201714,617.0,50.44162,-101.2016,,,2022-07-16 19:17:51 -0400,1.3e-05,100.0
201715,617.0,50.45508,-101.14887,,,2022-07-16 19:17:51 -0400,1.4e-05,100.0
201716,617.0,50.468452,-101.096275,,,2022-07-16 19:17:51 -0400,1.3e-05,100.0
201717,617.0,50.48173,-101.04379,,,2022-07-16 19:17:51 -0400,1.6e-05,100.0
201718,617.0,50.494915,-100.99144,,,2022-07-16 19:17:51 -0400,1.3e-05,100.0
201719,617.0,50.50801,-100.9392,,,2022-07-16 19:17:51 -0400,1.2e-05,100.0
201720,617.0,50.52102,-100.88708,,,2022-07-16 19:17:51 -0400,1.3e-05,100.0
201721,617.0,50.53394,-100.83507,,,2022-07-16 19:17:51 -0400,1.2e-05,100.0
201722,617.0,50.546776,-100.78316,,,2022-07-16 19:17:51 -0400,1.4e-05,100.0
201723,617.0,50.559525,-100.73135,,,2022-07-16 19:17:51 -0400,1.3e-05,100.0
201724,617.0,50.57219,-100.67966,,,2022-07-16 19:17:51 -0400,1.4e-05,100.0
202138,617.0,50.101517,-102.653915,,,2022-07-16 19:17:52 -0400,1.5e-05,100.0
202139,617.0,50.11794,-102.59674,,,2022-07-16 19:17:52 -0400,1.5e-05,100.0
202140,617.0,50.13423,-102.53978,,,2022-07-16 19:17:52 -0400,1.6e-05,100.0
202141,617.0,50.150387,-102.48303,,,2022-07-16 19:17:52 -0400,1.6e-05,100.0
202142,617.0,50.166412,-102.42649,,,2022-07-16 19:17:52 -0400,1.4e-05,100.0
202143,617.0,50.18231,-102.37015,,,2022-07-16 19:17:52 -0400,1.5e-05,100.0
202144,617.0,50.198074,-102.314,,,2022-07-16 19:17:52 -0400,1.5e-05,100.0
202145,617.0,50.21372,-102.25806,,,2022-07-16 19:17:52 -0400,1.7e-05,100.0
202146,617.0,50.229237,-102.2023,,,2022-07-16 19:17:52 -0400,1.4e-05,100.0
202147,617.0,50.244633,-102.14673,,,2022-07-16 19:17:52 -0400,1.7e-05,100.0
202148,617.0,50.25991,-102.09135,,,2022-07-16 19:17:52 -0400,1.6e-05,100.0
202149,617.0,50.27507,-102.03614,,,2022-07-16 19:17:52 -0400,1.6e-05,100.0
202150,617.0,50.29011,-101.98111,,,2022-07-16 19:17:52 -0400,1.6e-05,100.0
202151,617.0,50.305035,-101.926254,,,2022-07-16 19:17:52 -0400,1.6e-05,100.0
202152,617.0,50.319847,-101.871574,,,2022-07-16 19:17:52 -0400,1.5e-05,100.0
202153,617.0,50.33455,-101.817055,,,2022-07-16 19:17:52 -0400,1.6e-05,100.0
202154,617.0,50.34914,-101.762695,,,2022-07-16 19:17:52 -0400,1.8e-05,100.0
202155,617.0,50.36362,-101.7085,,,2022-07-16 19:17:52 -0400,1.7e-05,100.0
202156,617.0,50.377995,-101.65446,,,2022-07-16 19:17:52 -0400,1.4e-05,100.0
202157,617.0,50.39226,-101.60057,,,2022-07-16 19:17:52 -0400,1.5e-05,100.0
202158,617.0,50.406425,-101.54684,,,2022-07-16 19:17:52 -0400,1.3e-05,100.0
202159,617.0,50.420486,-101.49325,,,2022-07-16 19:17:52 -0400,1.4e-05,100.0
202160,617.0,50.434444,-101.43981,,,2022-07-16 19:17:52 -0400,1.3e-05,100.0
202161,617.0,50.448307,-101.3865,,,2022-07-16 19:17:52 -0400,1.6e-05,100.0
202162,617.0,50.462067,-101.33333,,,2022-07-16 19:17:52 -0400,1.3e-05,100.0
202163,617.0,50.47573,-101.2803,,,2022-07-16 19:17:52 -0400,1.2e-05,100.0
202164,617.0,50.489296,-101.227394,,,2022-07-16 19:17:52 -0400,1.2e-05,100.0
202165,617.0,50.50277,-101.17462,,,2022-07-16 19:17:52 -0400,1.2e-05,100.0
202166,617.0,50.516148,-101.12197,,,2022-07-16 19:17:52 -0400,1.3e-05,100.0
202167,617.0,50.529434,-101.06945,,,2022-07-16 19:17:52 -0400,1.2e-05,100.0
202168,617.0,50.54263,-101.01705,,,2022-07-16 19:17:52 -0400,1.2e-05,100.0
202169,617.0,50.555737,-100.96476,,,2022-07-16 19:17:52 -0400,1.2e-05,100.0
202170,617.0,50.568752,-100.91258,,,2022-07-16 19:17:52 -0400,1.3e-05,100.0
202171,617.0,50.581684,-100.86053,,,2022-07-16 19:17:52 -0400,1.4e-05,100.0
202172,617.0,50.59453,-100.80857,,,2022-07-16 19:17:52 -0400,1.5e-05,100.0
202173,617.0,50.607285,-100.75672,,,2022-07-16 19:17:52 -0400,1.2e-05,100.0
202174,617.0,50.61996,-100.70498,,,2022-07-16 19:17:52 -0400,1e-05,100.0
202589,617.0,50.16535,-102.623795,,,2022-07-16 19:17:53 -0400,1.4e-05,100.0
202590,617.0,50.181652,-102.56679,,,2022-07-16 19:17:53 -0400,1.3e-05,100.0
202591,617.0,50.19782,-102.50999,,,2022-07-16 19:17:53 -0400,1.4e-05,100.0
202592,617.0,50.213856,-102.45339,,,2022-07-16 19:17:53 -0400,1.8e-05,100.0
202593,617.0,50.229763,-102.397,,,2022-07-16 19:17:53 -0400,1.6e-05,100.0
202594,617.0,50.245544,-102.340805,,,2022-07-16 19:17:53 -0400,1.5e-05,100.0
202595,617.0,50.261196,-102.28481,,,2022-07-16 19:17:53 -0400,1.5e-05,100.0
202596,617.0,50.276726,-102.229,,,2022-07-16 19:17:53 -0400,1.6e-05,100.0
202597,617.0,50.292133,-102.173386,,,2022-07-16 19:17:53 -0400,1.5e-05,100.0
202598,617.0,50.307423,-102.11796,,,2022-07-16 19:17:53 -0400,1.7e-05,100.0
202599,617.0,50.32259,-102.0627,,,2022-07-16 19:17:53 -0400,1.4e-05,100.0
202600,617.0,50.337643,-102.00762,,,2022-07-16 19:17:53 -0400,1.7e-05,100.0
202601,617.0,50.352577,-101.95272,,,2022-07-16 19:17:53 -0400,1.4e-05,100.0
202602,617.0,50.3674,-101.89799,,,2022-07-16 19:17:53 -0400,1.8e-05,100.0
202603,617.0,50.382114,-101.84342,,,2022-07-16 19:17:53 -0400,1.4e-05,100.0
202604,617.0,50.396713,-101.78902,,,2022-07-16 19:17:53 -0400,1.7e-05,100.0
202605,617.0,50.411205,-101.73477,,,2022-07-16 19:17:53 -0400,1.8e-05,100.0
202606,617.0,50.42559,-101.68069,,,2022-07-16 19:17:53 -0400,1.5e-05,100.0
202607,617.0,50.43987,-101.62675,,,2022-07-16 19:17:53 -0400,1.6e-05,100.0
202608,617.0,50.45404,-101.57297,,,2022-07-16 19:17:53 -0400,1.4e-05,100.0
202609,617.0,50.468113,-101.519325,,,2022-07-16 19:17:53 -0400,1.3e-05,100.0
202610,617.0,50.482082,-101.465836,,,2022-07-16 19:17:53 -0400,1.4e-05,100.0
202611,617.0,50.495953,-101.41248,,,2022-07-16 19:17:53 -0400,1.2e-05,100.0
202612,617.0,50.509724,-101.35927,,,2022-07-16 19:17:53 -0400,1.4e-05,100.0
202613,617.0,50.523396,-101.30618,,,2022-07-16 19:17:53 -0400,1.4e-05,100.0
202614,617.0,50.536972,-101.253235,,,2022-07-16 19:17:53 -0400,1.2e-05,100.0
202615,617.0,50.550453,-101.20042,,,2022-07-16 19:17:53 -0400,1.3e-05,100.0
202616,617.0,50.563843,-101.14772,,,2022-07-16 19:17:53 -0400,1.5e-05,100.0
202617,617.0,50.57714,-101.095146,,,2022-07-16 19:17:53 -0400,1.4e-05,100.0
202618,617.0,50.590343,-101.042694,,,2022-07-16 19:17:53 -0400,1.3e-05,100.0
202619,617.0,50.60346,-100.99036,,,2022-07-16 19:17:53 -0400,1.4e-05,100.0
202620,617.0,50.616486,-100.93814,,,2022-07-16 19:17:53 -0400,1.2e-05,100.0
202621,617.0,50.629425,-100.88603,,,2022-07-16 19:17:53 -0400,1.3e-05,100.0
202622,617.0,50.642277,-100.83403,,,2022-07-16 19:17:53 -0400,1.2e-05,100.0
202623,617.0,50.655045,-100.782135,,,2022-07-16 19:17:53 -0400,1.2e-05,100.0
202624,617.0,50.66773,-100.73035,,,2022-07-16 19:17:53 -0400,1.3e-05,100.0
202625,617.0,50.68033,-100.67865,,,2022-07-16 19:17:53 -0400,1.1e-05,100.0
203039,617.0,50.212723,-102.65092,,,2022-07-16 19:17:53 -0400,1.5e-05,100.0
203040,617.0,50.229034,-102.59386,,,2022-07-16 19:17:53 -0400,1.7e-05,100.0
203041,617.0,50.245216,-102.53701,,,2022-07-16 19:17:53 -0400,1.9e-05,100.0
203042,617.0,50.261265,-102.48036,,,2022-07-16 19:17:53 -0400,1.7e-05,100.0
203043,617.0,50.277184,-102.42393,,,2022-07-16 19:17:53 -0400,1.7e-05,100.0
203044,617.0,50.292973,-102.36768,,,2022-07-16 19:17:53 -0400,1.8e-05,100.0
203045,617.0,50.30864,-102.31164,,,2022-07-16 19:17:53 -0400,1.3e-05,100.0
203046,617.0,50.32418,-102.25578,,,2022-07-16 19:17:53 -0400,1.4e-05,100.0
203047,617.0,50.3396,-102.20012,,,2022-07-16 19:17:53 -0400,1.6e-05,100.0
203048,617.0,50.354897,-102.14464,,,2022-07-16 19:17:53 -0400,1.7e-05,100.0
203049,617.0,50.370075,-102.08933,,,2022-07-16 19:17:53 -0400,1.5e-05,100.0
203050,617.0,50.38514,-102.03421,,,2022-07-16 19:17:53 -0400,1.5e-05,100.0
203051,617.0,50.400085,-101.979256,,,2022-07-16 19:17:53 -0400,1.4e-05,100.0
203052,617.0,50.41492,-101.92448,,,2022-07-16 19:17:53 -0400,1.5e-05,100.0
203053,617.0,50.42964,-101.86986,,,2022-07-16 19:17:53 -0400,1.6e-05,100.0
203054,617.0,50.444252,-101.81541,,,2022-07-16 19:17:53 -0400,1.6e-05,100.0
203055,617.0,50.458755,-101.76112,,,2022-07-16 19:17:53 -0400,1.6e-05,100.0
203056,617.0,50.47315,-101.70698,,,2022-07-16 19:17:53 -0400,1.4e-05,100.0
203057,617.0,50.48744,-101.65299,,,2022-07-16 19:17:53 -0400,1.8e-05,100.0
203058,617.0,50.50162,-101.59916,,,2022-07-16 19:17:53 -0400,1.5e-05,100.0
203059,617.0,50.515705,-101.54548,,,2022-07-16 19:17:53 -0400,1.4e-05,100.0
203060,617.0,50.529682,-101.491936,,,2022-07-16 19:17:53 -0400,1.5e-05,100.0
203061,617.0,50.543564,-101.43853,,,2022-07-16 19:17:53 -0400,1.3e-05,100.0
